Headline,Body ID,Stance,actual,predicted,prob_0,prob_1,prob_2,prob_3
WATCH: Stan Beaton cries tears of joy when phone engineers find treasured voicemail recording of his late wife he thought was lost forever,2227,unrelated,unrelated,unrelated,0.00011743912,1.0901248e-05,0.00036115575,0.9995105
GCPD Solved Stolen Batmobile Case?,734,unrelated,unrelated,unrelated,0.0005987171,0.00010322577,0.00061165635,0.9986864
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,1574,unrelated,unrelated,unrelated,2.5904947e-06,1.3809819e-06,7.4086597e-07,0.99999523
Vandal paints penis on £1.5million Bugatti Veyron,1349,unrelated,unrelated,unrelated,6.4734622e-06,8.156553e-06,4.047732e-05,0.9999449
Axl Rose NOT Dead: Fake MSNBC Death Hoax Goes Viral On Facebook,1161,agree,agree,discuss,0.4443005,0.07977259,0.47572866,0.00019820522
Hoax 'Banksy Arrested in London' Story Dupes the Internet Again,1349,unrelated,unrelated,unrelated,9.9157995e-05,0.00013864342,0.0015004902,0.99826175
Mexico finds 4 more graves at site of suspected student massacre,983,discuss,discuss,discuss,0.014754562,0.0009199549,0.9842329,9.256651e-05
"Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57",824,agree,agree,agree,0.8330251,0.029875536,0.13706033,3.898461e-05
NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,738,agree,agree,agree,0.5090739,0.039255586,0.45128998,0.00038050118
Michelle Obama’s face blurred by Saudi state television,2434,unrelated,unrelated,unrelated,1.8266571e-06,7.149739e-07,1.0558516e-05,0.9999869
'Hairgate': iPhone 6 users encounter latest Apple problem after 'bendgate',431,unrelated,unrelated,unrelated,2.910232e-06,1.1696641e-06,2.0706839e-06,0.9999938
James Foley executioner said identified as British rapper  Read more: James Foley executioner said identified as British rapper,2434,unrelated,unrelated,unrelated,2.072346e-07,1.011471e-07,4.0183e-06,0.9999957
"CNN Broadcasts Purported Audio Containing Gunshots That Felled Michael Brown Jr.; Leaders, Celebrities Fill Pews At Teen’s Funeral",1950,unrelated,unrelated,unrelated,3.69249e-07,2.8321415e-08,9.009282e-07,0.9999987
ISIS cracks down on five confirmed Ebola cases among fighters: official,2075,discuss,discuss,discuss,0.012920762,0.01938057,0.96734214,0.00035654585
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,1769,discuss,discuss,discuss,0.44933298,0.06880573,0.4817302,0.00013110177
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,1358,unrelated,unrelated,unrelated,9.587299e-07,1.2898353e-06,1.5770661e-06,0.9999962
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,1489,discuss,discuss,discuss,0.03244242,0.009409887,0.95792055,0.00022719224
Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,1376,discuss,discuss,discuss,0.09170756,0.005351217,0.90145415,0.0014870525
Audio of gunfire in Michael Brown case authenticated by app company,1916,discuss,discuss,agree,0.3634746,0.30801195,0.3259109,0.0026025814
'There is no limit to their depravity' Islamic State FEED mother her own SON,720,unrelated,unrelated,unrelated,0.016416047,0.00723207,0.029074028,0.9472779
"U.S. accidentally delivered weapons to the Islamic State by airdrop, militants say",2009,unrelated,unrelated,unrelated,9.892389e-06,4.6554997e-06,1.2395418e-05,0.99997306
That's one way to get through security! Frustrated traveller strips completely NAKED at airport to pass through metal detectors,139,unrelated,unrelated,unrelated,5.8679993e-06,3.0746896e-06,2.359717e-05,0.99996746
Has Ebola infected Isis militants in Mosul?,75,unrelated,unrelated,unrelated,2.3051045e-05,1.1921386e-05,1.7731316e-05,0.9999473
Predator drones being flown over Isil's Syrian 'capital',1400,unrelated,unrelated,unrelated,6.7737865e-06,5.2906153e-06,1.052569e-05,0.99997735
Widower Cries Tears Of Joy After Hearing Late Wife's Voice Again,1171,unrelated,unrelated,unrelated,0.026620181,0.053189546,0.4174457,0.50274456
"UPDATE: Soldier, gunman who died in Ottawa rampage identified",2302,unrelated,unrelated,unrelated,7.616062e-05,6.8784655e-05,0.00015346959,0.99970156
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,1948,discuss,discuss,discuss,0.016745029,0.015031377,0.9681452,7.839201e-05
Nigeria says ceasefire agreed with Boko Haram,2314,unrelated,unrelated,unrelated,1.5755918e-06,8.2000463e-07,5.003034e-06,0.9999926
"Gold Apple Watch Edition price? Speculators say at least $10,000",712,unrelated,unrelated,unrelated,4.294054e-05,9.723233e-06,0.00010050493,0.9998468
"Video showing American journalist beheaded believed real, officials and family say",2288,unrelated,unrelated,unrelated,7.941657e-06,6.9726075e-06,1.1291784e-05,0.9999738
"Islamic State leader's family detained by Lebanon, officials say",530,unrelated,unrelated,unrelated,1.2493595e-06,1.1705527e-06,4.5381066e-06,0.9999931
"Gill Rosenberg, Canadian citizen, reportedly captured by ISIS in Syria",2445,unrelated,unrelated,unrelated,3.3181754e-05,9.8772e-06,1.4605298e-05,0.9999423
Journalist James Wright Foley reportedly beheaded by ISIS,1721,discuss,discuss,discuss,0.19964905,0.0018820335,0.7984677,1.2842893e-06
Isis Syria News: Iraqi Pilots 'Training Isis Fighters' to Fly Captured Planes,524,unrelated,unrelated,unrelated,9.054412e-08,1.5419549e-07,1.2711881e-07,0.99999964
"A Vice Guide To Spending $300,000 On Dinner",524,unrelated,unrelated,unrelated,1.1316793e-05,3.742628e-06,1.4275089e-05,0.9999707
REPORTS: JORDANIAN KING PERSONALLY FLYING SORTIES AGAINST ISIS,1365,unrelated,unrelated,unrelated,0.0010841725,0.00041442591,0.0043769954,0.9941245
James Foley remembered as 'brave and tireless' journalist,1720,unrelated,unrelated,unrelated,1.4169154e-05,1.2223548e-05,1.5655029e-05,0.9999579
Is Kim Jong-un Opening North Korean Restaurant in Scotland?,2314,unrelated,unrelated,unrelated,9.565856e-07,5.101707e-07,2.2612999e-06,0.9999963
Met police denies reports of Banksy arrest,2362,agree,agree,agree,0.7289592,0.02946161,0.24148643,9.2813716e-05
Nun Gives Birth To Baby Boy After Suffering Intense Stomach Pains,1720,discuss,discuss,agree,0.59807444,0.009112099,0.39276585,4.7597638e-05
Norfolk Man Pays £300 For His Constipated Goldfish To Have Lifesaving Surgery,346,unrelated,unrelated,unrelated,4.5552374e-06,1.6861034e-06,3.8143714e-06,0.99999
"Lady on FB: I'm 41, Intersex, and Fucked Michael Phelps on First Date",1524,unrelated,unrelated,unrelated,1.6164406e-06,1.5818852e-06,2.2383083e-06,0.9999945
Israeli-Canadian Woman 'Captured' By ISIS Says She Is 'Safe And Secure',214,unrelated,unrelated,unrelated,1.31953775e-05,3.466532e-06,3.1628173e-05,0.9999517
The Apple Watch has a low-power mode that only tells the time,1966,unrelated,unrelated,unrelated,9.533632e-05,3.1702657e-05,0.0002460026,0.999627
"Nigeria's missing girls 'to be released by Boko Haram', government aide claims",171,unrelated,unrelated,unrelated,3.6267702e-05,6.167702e-07,1.0170271e-05,0.9999529
Terrorism fears rise amid reports of stolen jetliners,1489,unrelated,unrelated,unrelated,1.0315966e-05,5.107677e-07,3.7354348e-05,0.99995184
Is Kim Jong-un’s sister now the power behind the North Korean throne?,1210,unrelated,unrelated,unrelated,2.3125176e-06,2.2227695e-07,2.2270165e-06,0.99999523
New Audio Recording From Ferguson May Capture Michael Brown Shooting,499,discuss,discuss,discuss,0.09582717,0.010987865,0.8931743,1.0703253e-05
"Boko Haram: Kidnapped Girls Have Been Married Off, Truce Never Happened",1125,unrelated,unrelated,unrelated,1.2601048e-05,7.761778e-06,3.8696722e-05,0.999941
"Paradise is open to all, even dogs, Pope tells boy",1574,unrelated,unrelated,unrelated,0.06761361,0.01484173,0.034751587,0.88279307
BREAKING: ISIS Beheads American Journalist James Wright Foley,139,unrelated,unrelated,unrelated,4.030766e-05,9.673773e-06,2.547803e-05,0.99992454
Jihadi John: Mohammed Emwazi named as masked man behind ISIS beheadings,2033,unrelated,unrelated,unrelated,7.372974e-07,4.8674974e-07,1.5804402e-06,0.99999714
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,2009,unrelated,unrelated,unrelated,1.3906935e-06,9.795544e-07,1.2179329e-06,0.9999964
Is Kim Jong Un's sister Kim Yo Jong in charge?,2523,unrelated,unrelated,unrelated,8.0333996e-07,1.1245148e-07,1.1340552e-06,0.999998
ISIS fighters ‘have contracted Ebola’,720,unrelated,unrelated,unrelated,6.2588544e-05,3.67564e-06,2.6161524e-05,0.9999076
"Nigeria, Boko Haram reach ceasefire deal, kidnapped girls to go free, official says",2139,discuss,discuss,discuss,0.05039404,0.04585107,0.90232193,0.0014329976
ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,704,unrelated,unrelated,unrelated,2.1170918e-05,1.8179935e-06,5.3171734e-05,0.9999238
Accountant Says Comcast Got Him Fired for Contesting Bogus Charges,2434,unrelated,unrelated,unrelated,0.0015376102,0.00020927546,0.010051686,0.98820144
Spider burrowed through tourist's stomach and up into his chest,2009,unrelated,unrelated,unrelated,3.2871223e-05,1.3538859e-05,4.212826e-05,0.9999114
Ottawa shooting: Sergeant-at-arms Kevin Vickers hailed a hero for shooting rampaging gunman,139,unrelated,unrelated,unrelated,3.6767708e-06,5.2763585e-06,6.5390063e-06,0.9999845
"Apple Watch Battery Life Currently 'About a Day', but May Improve for 2015 Launch",1069,unrelated,unrelated,unrelated,3.287531e-06,4.893875e-07,7.52085e-06,0.9999887
Taliban member swapped by Obama for Bowe Bergdahl tried to return to terror: report,236,unrelated,unrelated,unrelated,6.984704e-06,1.8358518e-06,2.4961275e-06,0.9999887
Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,756,agree,agree,discuss,0.12531702,0.009422516,0.8650085,0.000251999
Lebanon 'holding IS leader's daughter and ex-wife',618,unrelated,unrelated,unrelated,3.8687125e-05,2.203087e-06,2.5849555e-05,0.99993324
KIM DINE WITH ME: Porky president Kim Jong-un to open UK restaurant serving DOG,1487,discuss,discuss,discuss,0.22493075,0.028794594,0.74594104,0.00033366255
Former British Rapper Reportedly Under Investigation for James Foley Beheading,913,unrelated,unrelated,unrelated,0.0016765303,0.0005770707,0.08461864,0.9131278
India Rape Crisis Sees Mob Castrate Alleged Sex Attacker in Shocking Scenes,1383,unrelated,unrelated,unrelated,3.847468e-05,3.8218527e-06,3.681275e-05,0.99992085
Nigeria and Boko Haram 'agree ceasefire and girls' release',34,unrelated,unrelated,unrelated,1.3405246e-05,9.293804e-07,1.188031e-05,0.9999738
What Glenn Beck Fears May Be Done With the 11 Missing Jets,1372,disagree,disagree,discuss,0.282214,0.06588556,0.5210836,0.13081683
"PGA Tour Pro Claims Tiger Woods Is Currently Suspended For PEDs, Compares Him To Lance Armstrong",1406,unrelated,unrelated,unrelated,2.303152e-05,2.6552585e-05,4.6488494e-05,0.9999039
"No, there aren’t any Ebola cases in Iraq",75,unrelated,unrelated,unrelated,1.1342335e-05,2.2028692e-06,5.248523e-06,0.99998116
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,1848,unrelated,unrelated,unrelated,0.004245856,0.0022001546,0.005116481,0.9884375
Man With Ebola-Like Symptoms Claims Contact With 'Patient Zero' in Texas,1021,discuss,discuss,discuss,0.24502505,0.009725933,0.74496114,0.000287924
ISIS Releases YouTube Video Showing 10-Year-Old 'Martyr' Allegedly Killed in Battle,1869,unrelated,unrelated,unrelated,8.111833e-05,1.4210007e-05,0.00021188514,0.9996928
‘Evil straight from the pits of hell': American journalist James Foley reportedly beheaded by ISIS,1720,unrelated,unrelated,unrelated,7.547469e-06,6.692543e-06,3.4516146e-05,0.99995124
"Christian Bale passes on role of Steve Jobs, actor reportedly felt he wasn't right for part",2343,discuss,discuss,discuss,0.109370254,0.0013791347,0.88850194,0.00074864505
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,1572,unrelated,unrelated,unrelated,0.00010823465,2.1289063e-05,0.00016660496,0.9997038
'Hairgate': iPhone 6 users encounter latest Apple problem after 'bendgate',867,unrelated,unrelated,unrelated,1.0957658e-06,4.8661768e-08,1.5906516e-06,0.99999726
Mexico Says Students Not Among Dead in Mass Grave,2328,unrelated,unrelated,unrelated,3.5594753e-06,6.3120353e-07,1.4535115e-06,0.9999944
Guantanamo Detainee Exchanged for American POW Attempts a Return to Battle,1393,unrelated,unrelated,unrelated,7.1003655e-05,3.1456162e-05,5.3933396e-05,0.9998436
"Boko Haram denies cease-fire, leader says he married off kidnapped girls",171,unrelated,unrelated,unrelated,1.5530487e-06,1.0734221e-07,9.827123e-07,0.9999974
Wife and child of Islamic State leader Baghdadi held in Lebanon,530,unrelated,unrelated,unrelated,1.0927265e-06,7.639752e-07,2.359335e-06,0.9999958
The iPhone 6 'Hairgate' Is Not a Thing,1519,discuss,discuss,discuss,0.062763214,0.0013755364,0.93582696,3.4272853e-05
Isis leader Abu Bakr al-Baghdadi's 'wife and son detained in Lebanon',2268,discuss,discuss,discuss,0.041196402,0.0020030274,0.9558964,0.00090419146
Watch marine take sniper shot to the head and live,1934,unrelated,unrelated,discuss,0.20314331,0.015229117,0.726184,0.055443592
Amazon plans a streaming-video alternative,816,unrelated,unrelated,unrelated,0.0037017143,2.669989e-05,0.0062490986,0.9900225
PGA Spokesman and Tiger Woods' Agent Deny Drug Suspension Allegations,1651,unrelated,unrelated,unrelated,4.558599e-06,3.348941e-07,3.6443928e-06,0.9999914
"Homeless man who became a YouTube sensation after spending $100 on food for his beggar friends gets a surprise Christmas meal, makeover and night in a hotel in new video... but is it all a hoax by a 'serial prankster'?",1948,unrelated,unrelated,unrelated,1.8325436e-06,6.433505e-08,0.00015368545,0.99984443
Isis militants claim to have killed US journalist James Foley,742,unrelated,unrelated,unrelated,2.498687e-05,7.157015e-06,0.00044247665,0.9995254
White House Fence Jumper Actually Made It Pretty Far Inside,263,unrelated,unrelated,unrelated,1.739446e-05,2.037463e-06,7.731314e-06,0.9999728
"FIDEL CASTRO DEATH WATCH: RUMORS HEAT UP, CUBA DENIES",2377,unrelated,unrelated,unrelated,1.5293106e-06,1.0338086e-06,1.1344232e-06,0.9999963
Police hunting mystery 'slapper' in tweed jacket who attacks people who sneeze in town's high street,1406,unrelated,unrelated,unrelated,0.0011757216,0.00024175094,0.0016763685,0.9969061
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,524,unrelated,unrelated,unrelated,5.179672e-06,5.135081e-06,5.02442e-06,0.9999846
Macaulay Culkin Dead: Actor Once Again Victim Of Death Hoax,2240,unrelated,unrelated,unrelated,7.934488e-06,5.389396e-06,2.3350778e-05,0.9999633
Islamic State accused of using chlorine gas on Iraqi soldiers,2224,discuss,discuss,discuss,0.20726623,0.020498192,0.7721318,0.000103792234
Judd Nelson rebuffs Internet rumors that he died of a drug overdose.,666,unrelated,unrelated,unrelated,1.5434623e-05,4.3089212e-06,1.3508423e-05,0.99996674
HBO in talks with Apple to be launch partner for coming web service 'HBO Now',2434,unrelated,unrelated,unrelated,9.665087e-07,2.5927804e-07,3.1600694e-06,0.9999956
Student accidentally sets college on fire during fireworks proposal,842,unrelated,unrelated,unrelated,3.1086434e-05,6.2645554e-06,5.4931104e-05,0.99990773
"Catholic priest dies for 48 mins, wakes up claiming God is a woman",2328,unrelated,unrelated,unrelated,1.2938785e-06,4.5315656e-07,1.2771859e-06,0.999997
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,1966,agree,agree,discuss,0.43696657,0.0066808625,0.55634713,5.480412e-06
NET Extra: Back-from-the-dead Catholic priest claims God is a female...,2523,unrelated,unrelated,unrelated,2.0838822e-06,7.385063e-07,3.924057e-06,0.9999932
ISIS Getting Ebola,2075,discuss,discuss,discuss,0.09636514,0.034433734,0.8687335,0.0004676244
REPORT: The Batmobile Might Have Been Stolen In Detroit,1177,discuss,discuss,discuss,0.390487,0.0078116115,0.60109174,0.0006096364
New Audio Recording From Ferguson May Capture Michael Brown Shooting,346,unrelated,unrelated,unrelated,1.7534087e-05,8.052333e-06,2.8038556e-05,0.99994636
"Apple Targeting March for Apple Watch Launch, Retail Training Begins Next Month",554,unrelated,unrelated,unrelated,1.6375107e-07,3.6650246e-08,2.783269e-07,0.9999995
Russian Yeti Or Bigfoot Hoax? New Footage Sparks Debate,205,unrelated,unrelated,unrelated,9.767684e-06,1.2604672e-06,4.6078832e-05,0.9999429
"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",1223,unrelated,unrelated,unrelated,2.3987614e-06,6.3615846e-07,4.5386307e-07,0.99999654
North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland,524,unrelated,unrelated,unrelated,1.1742242e-06,5.8972563e-07,2.5494487e-06,0.9999957
Eye-catching! Rare sighting of Anna Wintour without her trademark sunglasses as she leaves 'rat-infested' Vogue office,618,unrelated,unrelated,unrelated,1.0926541e-05,1.0344819e-06,1.7932492e-05,0.9999701
Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook,2070,unrelated,unrelated,unrelated,0.0040494385,0.0009915374,0.017143434,0.9778156
South Korea: Kim Jong Un had ankle surgery to remove cyst,2042,unrelated,unrelated,unrelated,6.0714856e-06,1.2300899e-07,5.9050085e-06,0.99998796
Obama: murder of James Foley 'shocks the conscience of the entire world',704,unrelated,unrelated,unrelated,5.5516393e-06,3.8381162e-07,1.0004507e-05,0.999984
Wife and child of Islamic State leader Baghdadi held in Lebanon,2268,discuss,discuss,discuss,0.00580751,0.000870791,0.99282855,0.0004931422
Homeland Security says terrorists haven't crossed U.S-Mexico border,1931,disagree,disagree,unrelated,0.08926836,0.008831902,0.2554009,0.6464988
Marijuana May Soon Spark Just a Ticket in New York,1383,unrelated,unrelated,unrelated,0.0008677401,3.255594e-05,0.000478407,0.99862134
"Rumor: Stainless Steel Apple Watch Will Cost $500, Gold $4,000",382,unrelated,unrelated,unrelated,3.4296343e-06,2.3303803e-06,2.3537207e-06,0.9999919
More American Weapons for ISIS,816,unrelated,unrelated,unrelated,3.0224293e-05,1.1198961e-06,5.107571e-05,0.9999176
ISIS Blasts 'Scorpion Bombs' At Civilian Areas In Iraq; Mosul Residents Living In Fear,1299,unrelated,unrelated,unrelated,2.7536069e-06,2.82186e-06,3.9609567e-06,0.99999046
Brian Williams Demands Apology From Social Media Over Erroneous Urination Reports (Video),1406,unrelated,unrelated,unrelated,5.9006907e-06,2.0531982e-06,8.859185e-06,0.9999832
"Taibbi takes time out from First Look after “disagreements.” Can I publish our emails now, Matt?",569,unrelated,unrelated,unrelated,0.0077340677,0.00048745715,0.055701833,0.93607664
Cheese addiction breaks Kim Jong-un's ankles,1972,discuss,discuss,agree,0.4598472,0.10503147,0.43488023,0.00024108586
Ottawa gunman identified as 32-year-old Michael Zehaf-Bibeau,530,unrelated,unrelated,unrelated,2.48278e-05,5.2641164e-05,0.0001146576,0.9998079
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,1720,unrelated,unrelated,unrelated,2.8252723e-06,1.8031288e-06,3.733573e-06,0.99999166
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,704,unrelated,unrelated,unrelated,7.166975e-07,1.6247174e-07,1.8313508e-06,0.99999726
Seth Rogen set to play Steve Wozniak in Danny Boyle's Steve Jobs biopic,2272,unrelated,unrelated,unrelated,1.3925282e-07,3.887781e-08,5.965467e-07,0.9999993
Nigeria says it has deal with Boko Haram to release kidnapped girls,1195,discuss,discuss,discuss,0.01795306,0.008884406,0.9726812,0.00048127887
U.S. airstrike kills Islamic Al Shabab terrorist leader in Somalia,2506,unrelated,unrelated,unrelated,7.956242e-05,8.556857e-06,0.00023235797,0.99967957
BREAKING Gill Rosenberg former IDF soldier was captured by ISIS,2067,unrelated,unrelated,unrelated,0.004028488,0.00011326983,0.007515644,0.9883426
Iraqi media: ISIS militants have contracted Ebola,1948,unrelated,unrelated,discuss,0.0025438839,0.00021148198,0.86717904,0.13006556
Brian Williams Demands Apology From Social Media Over Erroneous Urination Reports (Video),205,unrelated,unrelated,unrelated,5.1439933e-05,2.9378025e-06,0.00018258757,0.9997631
Iraqi media says ISIS militants have contracted Ebola,2003,discuss,discuss,discuss,0.10680803,0.046422806,0.84676427,4.955794e-06
Nigeria says ceasefire agreed with Boko Haram,1761,discuss,discuss,discuss,0.29857978,0.060564894,0.63396907,0.0068863197
Missing Libyan jetliners raise fears of terror attacks on 9/11,730,discuss,discuss,unrelated,0.0011639552,0.00030962337,0.005238268,0.9932882
Seth Rogen may play Steve Wozniak alongside Christian Bale as Steve Jobs,1966,unrelated,unrelated,unrelated,1.0910377e-05,3.2787646e-06,0.000121912875,0.99986386
Audio recording allegedly captures moment Michael Brown was shot,1574,unrelated,unrelated,unrelated,3.559332e-06,1.3041597e-06,1.0350723e-06,0.99999416
Tiger Woods Is Selling His Private Island For $7.1 Million,1888,agree,agree,agree,0.4922084,0.058902256,0.44863492,0.00025445354
ISIL Beheads American Photojournalist in Iraq,1720,unrelated,unrelated,unrelated,0.0008069374,0.0002092235,0.0015388579,0.997445
ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?,2070,unrelated,unrelated,unrelated,9.157698e-07,1.603401e-07,2.0368846e-06,0.9999969
Apple-HBO Deal Seen Launching Web-only Apple TV Streaming Service For $15 Per Month,2509,unrelated,unrelated,unrelated,3.1775633e-07,4.3160122e-07,1.2323995e-06,0.999998
Turkish president says American weapons drop for Kurdish fighters was 'wrong' after supplies end up in the hands of ISIS,1010,discuss,discuss,discuss,0.25406584,0.012547287,0.73303705,0.0003498173
Militant Group Says It Killed American Journalist in Syria,704,unrelated,unrelated,unrelated,1.1775378e-05,1.0231781e-06,2.1699667e-05,0.99996555
Nigeria Boko Haram blamed for raids despite truce claim,1430,discuss,discuss,discuss,0.027156563,0.006242246,0.9660411,0.000560113
‘Banksy’ Instagram tribute to Charlie Hebdo victims not posted by artist,730,unrelated,unrelated,unrelated,6.424463e-06,2.9593577e-06,1.2487197e-05,0.9999782
It's back! The incredible new Batmobile takes a spin around Detroit... after rumors it had been STOLEN,529,unrelated,unrelated,unrelated,1.6468792e-05,3.0590668e-06,1.2577256e-05,0.99996793
Sugarhill Gang's Big Bank Hank Dead At 57,824,agree,agree,agree,0.8344056,0.060386434,0.105158344,4.9691047e-05
"Tee-off in your own putting paradise: Swedish luxury island owned by Tiger Woods up for sale - and it comes with a villa, a hot tub and a lodge",1888,agree,agree,discuss,0.28475162,0.0011936551,0.7139951,5.9611364e-05
Christmas Is Cancelled: Pumpkin Spice Condoms Are a Goddamn Hoax,2240,unrelated,unrelated,unrelated,2.2245804e-06,1.1167944e-06,2.990085e-06,0.9999937
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,139,unrelated,unrelated,unrelated,1.5853764e-05,1.0647429e-05,1.6030703e-05,0.99995744
"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews",704,unrelated,unrelated,unrelated,2.0741059e-06,2.4540103e-07,3.4372881e-06,0.9999943
"ISIS beheads American photo-journalist James Wright Foley, threatens more to come",1948,discuss,discuss,discuss,0.010756983,0.00015715206,0.9890542,3.1607848e-05
‘Islamic tribunal confirmed in Texas’,1049,unrelated,unrelated,unrelated,0.00030260376,0.00010779425,0.00044263722,0.99914694
Islamic State killer 'Jihadi John' named as Mohammed Emwazi,1724,discuss,discuss,discuss,0.3199006,0.01709102,0.6629427,6.5678505e-05
"CNN Broadcasts Purported Audio Containing Gunshots That Felled Michael Brown Jr.; Leaders, Celebrities Fill Pews At Teen’s Funeral",2434,discuss,discuss,discuss,0.040020246,0.010622738,0.60398304,0.345374
"‘Teletubbies’ Sun Baby: Fans Freak Out Over Jess Smith, 19",769,agree,agree,discuss,0.045365453,0.017461736,0.93715787,1.494366e-05
Reports of missing Libyan planes raise 9/11 terror fears,1574,unrelated,unrelated,unrelated,1.605935e-05,2.0758048e-06,5.2623623e-06,0.99997663
Scientists Doubt That Meteor Caused Crater In Nicaragua,816,unrelated,unrelated,unrelated,6.6343623e-06,3.569567e-07,1.7600438e-05,0.99997544
Michael Phelps' girlfriend was born male but did not tell swimmer about her past,1524,unrelated,unrelated,unrelated,2.1168883e-06,1.2692288e-06,2.5358195e-06,0.99999404
Eye-catching! Rare sighting of Anna Wintour without her trademark sunglasses as she leaves 'rat-infested' Vogue office,1686,unrelated,unrelated,unrelated,5.133898e-07,1.1031927e-07,5.538355e-07,0.9999988
Ebola Scare in Kansas City,1404,discuss,discuss,agree,0.83460313,0.013208947,0.15217936,8.554676e-06
Meteorite 'caused mysterious boom in Nicaragua',524,unrelated,unrelated,unrelated,4.035097e-05,3.0455838e-05,8.561638e-05,0.9998436
Mohammed Emwazi: Man identified as Isis killer 'Jihadi John' was 'stopped by MI5' while on safari holiday in Africa in 2010,431,unrelated,unrelated,unrelated,1.6975794e-06,2.7301508e-07,8.148649e-07,0.99999726
Ebola Frisco 2014: Patient Shows Virus Symptoms After Apparent Thomas Eric Duncan Contact,1372,unrelated,unrelated,unrelated,2.7501574e-06,6.319881e-07,8.460569e-06,0.9999882
Angry mob hacks off alleged rapist's genitals with meat cleaver after dragging him into butchers,1709,discuss,discuss,discuss,0.27853233,0.014060711,0.7072716,0.00013537775
IS Fighters Seize Weapons Cache Meant for Kurds,2440,unrelated,unrelated,unrelated,0.00043771756,4.5778423e-05,0.0012625317,0.998254
Apple Users Add Hairgate to iPhone 6 Problems,867,unrelated,unrelated,unrelated,2.132219e-06,7.530095e-08,5.063771e-06,0.9999927
Islamic State militants claim to behead missing American journalist,1720,unrelated,unrelated,unrelated,5.2351323e-05,1.25297365e-05,0.0001343325,0.99980086
HORROR: ISIS Fighters Have Reportedly Contracted Ebola,75,unrelated,unrelated,unrelated,9.585851e-06,4.1946914e-06,7.1329605e-06,0.99997914
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,524,unrelated,unrelated,unrelated,3.2751493e-07,1.20966e-07,4.6360705e-07,0.99999905
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,991,discuss,discuss,discuss,0.030975446,0.0007185973,0.96722746,0.0010785423
Man chops off his penis after his girlfriend breaks up with him,2330,unrelated,unrelated,unrelated,9.07592e-06,4.2975257e-06,3.5803547e-05,0.99995077
Obama denounces killing of journalist James Foley and pledges ‘justice’,1574,unrelated,unrelated,unrelated,4.491858e-06,2.014756e-06,1.3341398e-06,0.99999213
Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of 'kill shots',1299,unrelated,unrelated,unrelated,5.6632274e-07,4.1074415e-07,2.574138e-06,0.9999964
"Vogue's Anna Wintour Pissed Off With New 1 World Trade Center Offices, Infested With Rats",618,unrelated,unrelated,unrelated,1.3734866e-05,4.519742e-06,2.667939e-05,0.99995506
Isis leader Abu Bakr al-Baghdadi's 'wife and son detained in Lebanon',2314,unrelated,unrelated,unrelated,1.5686522e-06,5.0970704e-07,3.900075e-06,0.99999404
11 jetliners 'missing' after Islamist takeover of airport,1574,unrelated,unrelated,unrelated,1.00861225e-05,5.2199716e-06,5.104817e-06,0.9999796
Nigeria and Boko Haram 'agree ceasefire and girls' release',1821,discuss,discuss,agree,0.41962817,0.33568037,0.24462973,6.173377e-05
Libya: Missing Libya Planes Spark Security Concerns,1489,unrelated,unrelated,unrelated,6.608831e-06,2.5663593e-07,9.77659e-05,0.99989533
Islamist websites claim Israeli-Canadian woman kidnapped by IS: report,1168,discuss,discuss,discuss,0.15883268,0.014338607,0.8268239,4.7643994e-06
